file_path,chroma_stft_mean,chroma_stft_var,rms_mean,rms_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,rolloff_mean,rolloff_var,zero_crossing_rate_mean,zero_crossing_rate_var,harmony_mean,harmony_var,perceptual_mean,perceptual_var,tempo,label,mfcc1_mean,mfcc1_var,mfcc2_mean,mfcc2_var,mfcc3_mean,mfcc3_var,mfcc4_mean,mfcc4_var,mfcc5_mean,mfcc5_var,mfcc6_mean,mfcc6_var,mfcc7_mean,mfcc7_var,mfcc8_mean,mfcc8_var,mfcc9_mean,mfcc9_var,mfcc10_mean,mfcc10_var,mfcc11_mean,mfcc11_var,mfcc12_mean,mfcc12_var,mfcc13_mean,mfcc13_var,mfcc14_mean,mfcc14_var,mfcc15_mean,mfcc15_var,mfcc16_mean,mfcc16_var,mfcc17_mean,mfcc17_var,mfcc18_mean,mfcc18_var,mfcc19_mean,mfcc19_var,mfcc20_mean,mfcc20_var
pop.00027.wav,0.37741295,0.085668325,0.15791942,0.0027408453,2682.713194799874,805683.9299689754,2924.230379942181,190789.98452421103,5957.288977088574,3897510.000757423,0.1019147276509288,0.002826028506896532,-8.000877e-07,0.012227762,1.5970027e-05,0.007641062,83.35433467741936,pop,-75.36613,4658.5713,83.33488,821.6941,10.703896,349.9975,14.455102,217.70706,14.244521,145.01947,7.4102573,131.64195,5.279713,110.793015,-0.4001258,98.56097,5.7177563,100.03182,3.3618035,70.652245,-2.5211022,61.955727,-4.227081,65.06406,-1.845522,60.08504,-5.9079537,55.285484,-1.2724807,53.292656,-3.7835543,78.87495,-2.864618,82.0807,-0.9353354,73.35784,-1.1115845,75.48079,-2.72147,96.61929
pop.00033.wav,0.42290184,0.08535748,0.139912,0.0025008796,2835.0593021892837,437866.7588822204,2731.7531718304963,164013.34196792098,5945.014051313371,2067660.378372202,0.13706266326431887,0.0024302380475701843,-0.00013907299,0.010617616,-0.00059937953,0.0044898493,99.38401442307692,pop,-69.00193,9200.259,73.77,496.16486,-12.468982,524.26904,9.536623,252.38057,-0.045610458,174.16495,12.718271,233.73438,3.1650596,135.88226,-0.084657654,162.8436,2.5223582,110.30421,2.8746746,57.247326,-1.6729779,72.627625,-3.025172,95.85218,1.614928,44.309235,1.0892638,42.942783,0.9343864,29.860651,-0.4162729,35.50954,-1.2382096,34.046577,-0.75765777,32.983578,-1.704667,36.528797,-1.0437557,50.936146
pop.00032.wav,0.42664915,0.08916354,0.097890966,0.002146862,4225.564575455603,1638330.3502173342,3404.2193029459822,105265.39850144545,8483.032037599169,2100727.2701357184,0.22873671209849072,0.018663056516789255,-1.1928155e-05,0.0038357216,1.0866717e-05,0.0046365676,95.703125,pop,-113.1695,6195.805,41.588142,878.8066,21.516308,622.2569,11.092117,413.26736,17.440653,237.59457,0.6074316,213.47345,3.0293286,130.68019,0.08450875,150.65862,3.4569807,149.41641,0.29064035,92.71156,0.61601543,84.21028,1.2555637,74.09366,2.8942456,72.8563,-0.7695475,48.53971,0.22040612,56.925648,-1.4086616,48.549606,-0.7604615,56.636852,-0.8702321,74.4446,-1.5392059,81.15679,1.0672659,79.90202
pop.00026.wav,0.3350296,0.09056566,0.1956684,0.007859593,2526.130442686517,1009475.6136934625,2848.670626274591,276303.1830984487,5554.674744975087,4961642.419725541,0.10354207986648607,0.0038884738295126885,1.0742072e-05,0.022931404,5.3861808e-05,0.011618502,75.99954044117646,pop,-73.36742,4163.7305,97.46428,805.1384,16.87055,538.27795,-0.57903767,261.02496,7.180089,267.08853,4.872417,176.53745,0.7465055,139.97528,-5.5500164,159.71718,0.9903748,116.3955,4.9166174,99.29692,-5.8354435,78.53552,-4.9214163,85.97778,-0.030956399,71.84867,-3.0463636,74.36127,-0.15896785,87.06356,-2.3810003,87.72495,0.72344434,80.150635,0.68285614,66.92964,1.9683635,90.91901,0.80376273,79.48391
pop.00030.wav,0.35769865,0.084692344,0.20310587,0.0063424553,3070.6451711304394,609475.2497256218,2975.8591939206276,125105.44760344604,6652.968103745405,2282363.073961476,0.14873984133126936,0.004604676678446949,-1.0657603e-05,0.02278205,2.2525293e-05,0.011494664,95.703125,pop,-18.171194,3338.328,72.29644,499.4975,-4.867231,291.80182,-0.35958102,228.79742,1.6975715,109.05578,-0.9182093,134.50888,-1.3221729,80.80291,-0.34197286,88.78678,0.64732283,108.786064,-0.1809803,71.83619,-1.2175112,78.776886,-1.0574641,63.25685,2.5195053,40.39911,1.2472867,38.18964,1.7523707,40.690403,-3.442979,48.33966,0.39454004,46.499382,-0.85250145,38.45605,0.9242999,35.898438,1.6602957,42.727757
pop.00024.wav,0.4109809,0.097136006,0.20751022,0.008891852,3301.8647028211412,798069.168325024,3175.6669505910377,125848.68782793982,7302.64750855626,2342578.678506007,0.14452671488003097,0.006811632070848611,-4.078697e-06,0.019818677,-6.9739115e-05,0.018828442,117.45383522727273,pop,-40.830166,3886.8464,61.521126,571.0456,9.867293,408.64102,10.09655,353.00766,8.454963,171.78348,5.366854,201.14761,8.376651,117.89684,3.5050008,114.29719,8.251043,92.785645,5.8800583,94.95657,-0.10423893,73.96024,-0.57036084,74.51342,0.55144525,54.757534,-1.9820307,66.31045,1.9155517,70.21923,0.076128036,85.83484,-1.270984,92.047134,1.2328514,94.060104,1.49382,102.740456,0.95021856,96.39573
pop.00018.wav,0.41001046,0.08662761,0.20742075,0.0037435333,3433.92215467519,839389.2135367416,3405.627632829895,91952.82097367657,7932.5853660748835,1551818.0265695434,0.12773467734133126,0.005566884474766262,-1.7666527e-05,0.021265967,3.6753077e-05,0.013091283,123.046875,pop,-48.958145,2197.6367,62.637794,459.74844,34.22583,455.53094,12.313788,276.2394,16.560747,106.32717,8.622408,154.18613,8.7671175,103.74438,5.245012,84.47293,6.79424,75.98174,9.059274,86.2768,-4.085325,58.415295,-0.7463064,58.37592,-0.37564674,42.519936,-0.47257915,68.49278,0.6466342,69.90854,1.7050617,78.735985,1.3546007,87.643585,1.9141525,116.072815,3.843488,128.19646,1.6038547,82.24728
pop.00019.wav,0.3766972,0.088041656,0.2108711,0.005806161,3130.9812160844167,1199981.5770233541,2944.782384135563,192231.67142113336,6552.402045187935,3402918.6583389835,0.15605347813467493,0.01159169480381261,1.3780457e-06,0.020491006,-5.6548502e-05,0.015602132,92.28515625,pop,-25.156342,3880.535,70.818924,826.3413,2.9392478,464.63483,7.5544662,298.30408,1.4596194,198.871,2.8461227,248.96744,1.9075499,129.77484,-6.8259797,103.87122,0.291451,123.07155,-1.9537078,97.856445,-6.6516356,80.95335,-0.243981,57.999844,-0.7550278,67.89895,-4.249934,54.48796,-2.4407938,45.01404,-5.6814713,34.73352,-1.5769206,48.356213,0.66936177,68.31242,1.6911364,73.92072,0.78813845,58.13118
pop.00025.wav,0.33036473,0.09383008,0.1896258,0.006514397,2928.6503834649243,1582479.6755921487,3201.0195484910073,293348.30789193214,6817.467109042424,5628037.239393453,0.10574085719814241,0.0076729643753825905,-7.3928927e-06,0.021745866,1.36586605e-05,0.011406457,151.99908088235293,pop,-106.83286,5110.1016,81.01405,1243.9354,47.822872,548.9828,13.640558,242.11255,13.000602,125.85681,6.8951917,195.97328,7.581348,121.32858,-2.6333249,100.661804,-2.4983122,147.77588,1.8714975,101.989,-5.139433,81.24179,-2.7431228,56.095013,-3.6675773,61.944344,-7.8825493,63.19177,-4.80721,66.372826,-6.3778176,57.899334,-7.399428,66.43337,-4.7401643,81.2564,-0.13400188,122.15306,-2.3326783,89.99555
pop.00031.wav,0.36603388,0.08521579,0.19834772,0.0060577,3111.0610992009765,607930.5088251694,2992.1921120372886,120346.40792317869,6745.27587890625,2184922.2391239447,0.15291026206946595,0.004725810513618066,1.7672073e-05,0.020901099,-3.259339e-05,0.011427202,95.703125,pop,-18.854591,3377.1494,71.32852,495.86832,-3.743232,284.06662,-1.3965917,247.31473,0.71034753,123.95445,-1.0491368,142.4447,-1.0524067,86.50577,-0.24947152,96.01535,0.62396353,119.566986,0.42929918,80.25733,-1.4892838,84.80496,-1.0790832,71.356445,2.415428,47.138214,1.2472486,43.44096,0.97181076,49.374016,-3.58823,54.030247,0.89175177,48.16288,-0.49628252,41.410748,0.70836323,39.18614,1.6725212,48.36764
